#Results from sample_experiment.py.  First line is means, second line is standard deviations.
-2529.10, -1313.80, -2859.60, -111.90, -1246.30, -101.10, -101.00, -9.20, -19.00, -44.10, -13.90, -3.80, -18.10, -32.20, 2.00, -18.30, -20.00, -7.90, -1.00, 2.00, 0.20, 
2603.83, 1808.97, 2303.09, 213.29, 2122.87, 237.66, 104.78, 38.36, 56.11, 89.56, 56.29, 32.51, 37.79, 63.35, 5.79, 50.42, 44.93, 34.94, 10.90, 4.85, 6.91, 
